f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,label
-0.214406,-0.687234,1.307269,0,0.412093,-0.339931,-0.096339,0.732378,0.067139,-0.211358,2.189897,1.626458,1.281842,-1.012836,-2.758002,0.48982,0.490382,-0.446281,-0.083525,0.640623,-0.443264,-0.442476,-0.443596,1.234306,-0.926914,0.854959,0.774429,-0.446299,-0.118222,0.638437,-0.983225,-0.597857,0,0.310052,-0.352155,0.804915,0.713846,-0.446283,-0.067918,0.653292,-1.355225,-0.981248,-0.435872,1.629132,-0.799404,0.229061,0.998332,-0.43704,0.236794,0.56028,0.482888,0.365039,-0.436291,0.147348,1.138163,0.845461,0.771673,-0.446283,-0.093798,0.654915,0.548804,-2.069843,-0.434125,0.211013,1.193245,sad
0.907984,-1.035295,0.107432,0,0.865128,-0.437559,-0.603369,0.30149,0.53808,-0.434405,0.385655,0.942907,1.102216,-1.06212,-0.348515,0.207556,0.185138,-0.446281,1.092347,-0.333467,-0.443264,-0.442476,-0.443596,-0.016846,0.438582,0.394318,0.551987,-0.446299,-0.761983,0.274851,-1.033923,-0.597857,0,0.476663,-0.367833,0.659638,0.713846,-0.446283,-0.420705,0.303907,-1.355225,-0.981248,-0.435872,-0.691504,0.989024,0.12345,0.998332,-0.43704,0.124592,0.265524,0.292622,0.415741,-0.436291,-0.835616,-0.241649,0.550811,0.771673,-0.446283,-0.957426,0.262953,0.361243,-2.069843,-0.434125,-0.24648,0.29578,sad
-0.625419,-0.772041,-0.171761,0,-0.609346,-0.506862,-0.870369,-0.072747,1.037391,0.111336,-0.156659,-0.124764,-0.017804,-0.11075,-0.409736,0.371121,0.362009,-0.446281,0.43884,0.185799,-0.443264,-0.442476,-0.443596,0.50118,0.536956,0.432874,0.551987,-0.446299,-0.650951,0.340396,-0.819523,-0.597857,0,0.903271,-0.769112,0.624572,0.713846,-0.446283,-0.556381,0.341226,-1.355225,-0.981248,-0.435872,-0.427833,1.011785,0.142927,0.998332,-0.43704,0.144757,0.31471,0.555809,0.676492,-0.436291,-1.042062,-0.216888,0.414363,0.233638,-0.446283,0.583456,0.325687,0.638239,-2.069843,-0.434125,-1.088804,0.160401,sad
0.883144,-0.772041,0.056669,0,0.520428,-0.436794,-1.015692,-0.191199,1.136825,0.24253,-0.393508,0.331415,0.225219,-0.052587,-0.238857,0.291864,0.250752,-0.446281,1.789295,-0.130687,-0.443264,-0.442476,-0.443596,0.263621,0.668301,0.348939,0.551987,-0.446299,-0.993821,0.346724,-0.839395,-0.597857,0,1.135494,-0.66748,-0.419483,-0.269391,-0.446283,-0.362309,0.371468,-1.355225,-0.981248,-0.435872,-1.643847,-0.546439,0.161604,0.998332,-0.43704,0.164334,0.363714,0.425702,0.709086,-0.436291,-1.699683,-0.4789,0.097904,0.258094,-0.446283,-0.624103,0.354279,0.36181,-2.069843,-0.434125,-1.832222,-0.681986,sad
-1.625787,0.906424,-0.693229,0,-0.159125,-0.746865,-0.213352,1.061981,-0.669331,0.832163,-0.064579,-0.551445,-0.820838,0.935735,0.069662,0.529126,0.58167,-0.446281,-2.122693,0.383925,-0.443264,-0.442476,-0.443596,-2.692974,-1.812626,0.679105,0.527271,-0.446299,0.286341,0.632238,-0.823903,-0.597857,0,0.544558,0.592254,-0.028136,-0.389298,-0.446283,1.405822,0.504853,-1.355225,-0.981248,-0.435872,1.118672,-0.279537,0.229061,0.998332,-0.43704,0.236794,0.56028,-0.84832,-0.953202,-0.436291,1.559798,-0.649909,0.422306,0.184725,-0.446283,0.739126,0.617265,-0.86667,-2.069843,-0.434125,1.896033,-0.952123,sad
0.70853,0.906424,-0.693229,0,0.271399,-0.613955,0.213069,1.604453,-1.395819,0.532713,0.296486,-1.01437,-0.937066,0.658085,-0.273791,0.49574,0.514631,-0.446281,-0.795629,0.432108,-0.443264,-0.442476,-0.443596,-1.254042,-1.551146,0.618156,0.527271,-0.446299,0.045033,0.626909,-1.004351,-0.597857,0,0.495387,-0.077221,-0.101647,-0.389298,-0.446283,1.152418,0.518939,-1.355225,-0.981248,-0.435872,-0.857444,-0.740054,0.229061,0.998332,-0.43704,0.236794,0.56028,0.022502,0.147747,-0.436291,-0.629459,-0.475293,0.384001,0.184725,-0.446283,0.600782,0.621164,-0.173169,-2.069843,-0.434125,-0.79742,-0.63175,sad
0.9666,0.800416,-0.035626,0,1.26892,1.053587,0.90753,1.2903,-0.241843,-1.889636,-0.053337,-1.490071,-1.560474,1.2675,0.209514,0.478376,0.46756,-0.446281,0.389992,0.651,-0.443264,-0.442476,-0.443596,0.871657,-1.235149,0.713415,0.527271,-0.446299,0.421368,0.637577,-0.751587,-0.597857,0,0.739522,-0.727753,0.804915,0.713846,-0.446283,-0.067918,0.653292,-1.355225,-0.981248,-0.435872,-0.214679,1.35185,0.229061,0.998332,-0.43704,0.236794,0.56028,0.473242,0.43747,-0.436291,-0.309692,0.877886,0.710259,0.771673,-0.446283,-0.574104,0.624742,0.754471,-2.069843,-0.434125,-0.33794,1.252987,sad
1.816076,0.694408,0.227415,0,1.207015,0.866766,0.70872,1.377851,-0.679892,-1.788463,0.290404,-0.322207,-0.472152,0.543623,-0.097511,0.330926,0.324923,-0.446281,0.262416,0.278019,-0.443264,-0.442476,-0.443596,2.104284,-1.989594,0.296935,0.304829,-0.446299,-0.241972,0.625323,-0.79174,-0.597857,0,-0.304055,1.485249,-0.420176,-0.389298,-0.446283,0.021794,0.639658,-1.355225,-0.981248,-0.435872,-1.429765,-0.057363,0.229061,0.998332,-0.43704,0.236794,0.56028,0.674578,0.690978,-0.436291,-0.784208,0.738567,0.128514,0.184725,-0.446283,-0.331118,0.630731,0.668395,-2.069843,-0.434125,-1.04263,0.186549,sad
1.647314,0.800416,-0.561708,0,1.308315,-0.295822,0.918174,1.63707,-0.946813,-0.324904,0.215884,-1.214325,-1.497076,1.546103,-0.532351,0.332268,0.327776,-0.446281,0.169752,0.465559,-0.443264,-0.442476,-0.443596,-0.114417,-1.485508,0.675311,0.527271,-0.446299,0.270436,0.637187,-0.510741,-0.597857,0,-0.380465,1.205244,0.804915,0.713846,-0.446283,-0.067918,0.653292,-1.355225,-0.981248,-0.435872,-1.901358,0.228559,0.229061,0.998332,-0.43704,0.236794,0.56028,0.649437,0.893785,-0.436291,-1.751938,-0.339111,0.856615,0.771673,-0.446283,-0.054172,0.657314,0.717699,-2.069843,-0.434125,-1.054845,0.09256,sad
1.943806,1.226216,-0.298667,0,1.26892,1.08284,1.199151,1.357251,-0.09267,-1.549482,-0.340827,-0.335915,-0.598947,0.747081,0.353302,0.239082,0.250752,-0.446281,-0.478195,0.20948,-0.443264,-0.442476,-0.443596,1.223066,-1.675585,0.3916,0.280113,-0.446299,0.269586,0.571503,-0.679221,-0.597857,0,-0.32899,1.3443,0.794501,0.713846,-0.446283,-0.085371,0.599693,-1.355225,-0.981248,-0.435872,-0.462676,1.0859,0.213208,0.998332,-0.43704,0.219444,0.511301,0.694693,0.575089,-0.436291,-0.051982,0.977657,0.629137,0.771673,-0.446283,-0.838765,0.56338,0.783815,-2.069843,-0.434125,-0.540149,0.451269,sad
1.663233,0.800416,-0.035626,0,1.415242,2.177919,1.409977,1.594153,-0.519167,-2.621952,-0.4506,-0.605991,-0.699326,0.636401,0.523118,0.431089,0.439033,-0.446281,-0.373981,0.592726,-0.443264,-0.442476,-0.443596,0.996238,-0.220521,0.554801,0.527271,-0.446299,-0.186258,0.585295,-1.082332,-0.597857,0,0.093523,0.314464,0.794501,0.713846,-0.446283,-0.085371,0.599693,-1.355225,-0.981248,-0.435872,-0.478601,1.623075,0.213208,0.998332,-0.43704,0.219444,0.511301,0.682056,0.55336,-0.436291,0.006374,1.100542,0.846208,0.771673,-0.446283,-0.072418,0.603933,0.894809,-2.069843,-0.434125,-0.133336,1.30457,sad
2.32166,0.482391,-0.167147,0,0.580926,0.024041,1.081307,1.714321,-0.899185,0.381623,-0.360238,-1.253154,-1.634437,1.663796,0.161594,0.479915,0.501793,-0.446281,-0.881642,0.453966,-0.443264,-0.442476,-0.443596,-0.298398,-0.723297,0.772778,0.774429,-0.446299,-0.365054,0.478289,-1.17017,-0.597857,0,-0.180585,1.502079,0.772342,0.713846,-0.446283,-0.121784,0.492107,-1.355225,-0.981248,-0.435872,-1.100513,0.285134,0.17948,0.998332,-0.43704,0.183246,0.412988,0.785276,0.980702,-0.436291,-1.57283,-0.295293,0.824067,0.771673,-0.446283,-0.110482,0.496784,0.884952,-2.069843,-0.434125,-0.899774,-0.023245,sad
-0.421677,0.455889,0.465075,0,0.618913,0.614047,0.794745,1.419051,-0.660782,-1.390089,-1.127524,-1.010423,-0.820838,0.428615,0.764526,0.336065,0.316365,-0.446281,0.849262,0.231242,-0.443264,-0.442476,-0.443596,1.154087,-1.964221,0.736826,0.551987,-0.446299,0.403732,0.637865,2.02839,-0.597857,0,-1.199745,1.683191,0.804915,0.713846,-0.446283,-0.067918,0.653292,-1.355225,-0.981248,-0.435872,-1.028987,0.18107,0.229061,0.998332,-0.43704,0.236794,0.56028,0.681814,0.575089,-0.436291,-0.124376,1.121293,0.734199,0.771673,-0.446283,-0.489162,0.631732,0.755123,-2.069843,-0.434125,-0.245028,1.148764,sad
1.950073,0.588399,0.095895,0,1.550309,1.808953,1.894444,1.964957,-0.998731,-2.671039,0.039706,-0.259048,-0.620079,0.891498,-0.072546,0.376628,0.37342,-0.446281,0.135641,0.415136,-0.443264,-0.442476,-0.443596,2.111372,-1.251769,0.477602,0.304829,-0.446299,0.514734,0.530802,2.025686,-0.597857,0,-1.209699,1.58387,-0.439509,-0.389298,-0.446283,-0.011697,0.53253,-1.355225,-0.981248,-0.435872,-0.5772,1.052567,0.196682,0.998332,-0.43704,0.201645,0.462017,0.392654,0.285366,-0.436291,0.213108,0.395129,0.197679,0.184725,-0.446283,-0.04283,0.546957,0.781843,-2.069843,-0.434125,-0.625641,0.509465,sad
-0.088656,-1.501732,1.863347,0,1.125412,0.063163,0.700094,1.075714,0.067823,-0.902111,0.576664,1.264156,0.92259,-0.371175,-0.654218,0.569986,0.578817,-0.446281,-0.418592,0.700917,-0.443264,-0.442476,-0.443596,0.417251,0.342438,0.58812,0.551987,-0.446299,-0.16407,0.585321,-0.596374,-0.597857,0,0.280826,0.277178,-0.300409,-0.293372,-0.446283,0.078814,0.577798,-1.355225,-0.981248,-0.435872,-0.059536,1.545925,0.213208,0.998332,-0.43704,0.219444,0.511301,0.751941,0.669249,-0.436291,-0.316483,0.974582,0.273127,0.233638,-0.446283,0.014946,0.598207,0.71082,-2.069843,-0.434125,-0.173854,1.152331,sad
0.040336,-1.411625,1.750285,0,0.995974,-0.038872,0.666499,1.116915,-0.059743,-0.547014,0.479819,1.526265,1.324107,-0.829226,-0.373653,0.574567,0.578817,-0.446281,-0.211128,0.632542,-0.443264,-0.442476,-0.443596,0.242528,0.868251,0.64236,0.551987,-0.446299,0.071471,0.533706,2.025686,-0.597857,0,-1.209699,1.58387,0.783643,0.713846,-0.446283,-0.103275,0.54576,-1.355225,-0.981248,-0.435872,-0.326802,1.549138,0.196682,0.998332,-0.43704,0.201645,0.462017,0.913906,0.814111,-0.436291,-0.375824,1.055631,0.835359,0.771673,-0.446283,-0.091134,0.550219,0.962068,-2.069843,-0.434125,-0.276762,1.24054,sad
0.055826,-0.6784,1.286502,0,0.499323,-0.057916,0.649116,1.171849,-0.191996,-0.194085,0.759765,1.270759,1.059951,-0.644604,-0.690991,0.542719,0.558848,-0.446281,-0.709522,0.659768,-0.443264,-0.442476,-0.443596,0.807679,0.319409,0.342767,0.329544,-0.446299,-0.142322,0.556249,0.325832,-0.597857,0,1.827871,-0.904371,0.794501,0.713846,-0.446283,-0.085371,0.599693,-1.355225,-0.981248,-0.435872,-0.691875,0.502175,0.213208,0.998332,-0.43704,0.219444,0.511301,0.608642,0.690978,-0.436291,-0.973625,0.036912,0.48422,0.209182,-0.446283,0.872506,0.564998,0.587878,-2.069843,-0.434125,-0.830525,0.10601,sad
-0.267242,-1.908097,1.032691,0,-0.052198,-0.520975,-0.111526,0.718644,0.078924,0.016188,-0.298025,0.090622,0.869759,-1.557891,-0.224004,0.492,0.493235,-0.446281,-0.096872,0.613543,-0.443264,-0.442476,-0.443596,1.05932,0.354588,0.49153,0.304829,-0.446299,0.552843,0.582817,-0.004512,-0.597857,0,-1.061029,-0.955875,0.794501,0.713846,-0.446283,-0.085371,0.599693,-1.355225,-0.981248,-0.435872,-0.262074,0.26845,0.213208,0.998332,-0.43704,0.219444,0.511301,0.22107,0.234664,-0.436291,-0.308434,0.477204,0.794092,0.771673,-0.446283,-0.255218,0.591431,0.231185,-2.069843,-0.434125,-0.201638,0.434463,sad
-0.063485,-1.816223,0.488149,0,-0.10144,-0.604462,-0.081789,0.699761,0.139657,0.221641,-0.661902,-0.067778,0.140689,-0.283153,0.561557,0.473742,0.536026,-0.446281,-2.394693,-0.003655,-0.443264,-0.442476,-0.443596,-0.514955,-0.620046,0.464637,0.304829,-0.446299,0.430276,0.629381,-0.057083,-0.597857,0,0.560938,-0.873346,0.78043,0.713846,-0.446283,-0.149856,0.640971,-1.355225,-0.981248,-0.435872,-0.289428,-0.698732,0.229061,0.998332,-0.43704,0.236794,0.56028,-0.402058,-0.33754,-0.436291,0.132738,-0.820637,0.742198,0.771673,-0.446283,-0.459117,0.625112,-0.604211,-2.069843,-0.434125,0.561183,-0.959918,sad
-0.012342,-0.46285,0.748883,0,0.089904,-0.65475,-0.255461,0.682594,0.016623,1.147198,-0.429876,0.282897,0.341448,-0.296295,0.219914,0.592238,0.604492,-0.446281,-0.600722,0.813092,-0.443264,-0.442476,-0.443596,-0.01289,1.481356,-0.118355,-0.140056,-0.446299,0.08085,0.66366,0.52829,-0.597857,0,-1.523299,-0.88203,-0.146628,-0.389298,-0.446283,0.989019,0.581961,-1.355225,-0.981248,-0.435872,0.397788,0.730433,0.244365,0.998332,-0.43704,0.253595,0.60949,0.883186,0.727194,-0.436291,-0.067568,1.493326,-0.252958,-0.377766,-0.446283,0.55792,0.669387,0.704051,-2.069843,-0.434125,0.020371,1.314506,sad
-0.273997,0.060124,0.296637,0,0.260143,-0.783947,0.172743,1.106615,-0.412959,1.680354,-0.818307,-0.207086,-0.609513,0.886595,0.620279,0.565375,0.58167,-0.446281,-0.719169,0.695216,-0.443264,-0.442476,-0.443596,0.06936,1.297627,0.156269,0.05767,-0.446299,0.330096,0.567643,0.072118,-0.597857,0,0.997268,-0.838806,-0.379681,-0.389298,-0.446283,0.185182,0.561314,-1.355225,-0.981248,-0.435872,-0.236519,1.098686,0.213208,0.998332,-0.43704,0.219444,0.511301,0.796203,0.625791,-0.436291,0.119312,1.314836,-0.000378,0.184725,-0.446283,-0.773912,0.544783,0.757602,-2.069843,-0.434125,0.208886,1.338956,sad
0.277137,-0.045884,0.227415,0,0.524648,-0.688714,0.553036,1.506602,-0.843798,1.511963,-0.717315,-0.050911,-0.503851,0.850202,0.85531,0.564179,0.578817,-0.446281,-0.655502,0.710175,-0.443264,-0.442476,-0.443596,-0.434346,1.31995,0.516499,0.527271,-0.446299,-0.337296,0.580916,0.52549,-0.597857,0,0.170376,-0.929577,-0.379681,-0.389298,-0.446283,0.185182,0.561314,-1.355225,-0.981248,-0.435872,-0.105976,1.73347,0.213208,0.998332,-0.43704,0.219444,0.511301,1.123365,0.958973,-0.436291,-0.249065,1.456382,0.234047,0.184725,-0.446283,0.070812,0.593836,1.059389,-2.069843,-0.434125,-0.186069,1.444428,sad
0.206861,-1.724349,1.773359,0,0.780712,-0.056796,0.042705,0.878296,-0.119778,-0.738568,-0.114586,0.321008,0.985988,-1.480246,-0.032555,0.491942,0.501793,-0.446281,-0.472597,0.65956,-0.443264,-0.442476,-0.443596,1.328366,-0.637117,0.545742,0.527271,-0.446299,-0.245037,0.632291,-0.396515,-0.597857,0,-1.602533,-0.647646,0.804915,0.713846,-0.446283,-0.067918,0.653292,-1.355225,-0.981248,-0.435872,0.051707,0.001767,0.229061,0.998332,-0.43704,0.236794,0.56028,0.446373,0.39039,-0.436291,-0.097556,-0.05386,0.358428,0.184725,-0.446283,0.508179,0.624678,0.556453,-2.069843,-0.434125,-0.092916,0.710334,sad
1.155355,-0.567092,0.358936,0,1.156365,0.263779,1.204348,1.865389,-1.192284,-0.460087,-0.921387,-0.965566,-1.708401,1.947193,1.079366,0.292517,0.273574,-0.446281,0.80748,0.517811,-0.443264,-0.442476,-0.443596,1.965107,-1.051526,0.214189,0.082386,-0.446299,0.434101,0.612066,-0.080716,-0.597857,0,0.389822,-0.726658,-0.00365,-0.389298,-0.446283,1.489815,0.501207,-1.355225,-0.981248,-0.435872,-1.140945,-0.343806,0.229061,0.998332,-0.43704,0.236794,0.56028,0.536446,0.814111,-0.436291,-1.504977,-0.91667,0.435093,0.184725,-0.446283,0.785127,0.616022,0.548804,-2.069843,-0.434125,-1.250226,-0.650539,sad
-1.625787,0.906424,-0.693229,0,-0.159125,-0.746865,-0.213352,-0.781738,-0.669331,0.832163,-0.064579,-0.551445,-0.820838,0.935735,0.069662,0.529126,0.58167,-0.446281,-2.122693,0.383925,-0.443264,-0.442476,-0.443596,-2.692974,-1.812626,0.679105,0.527271,-0.446299,0.286341,0.632238,-0.823903,-0.597857,0,0.544558,0.592254,-0.028136,-0.389298,-0.446283,1.405822,0.504853,0.546609,0.637741,-0.435872,1.118672,-0.279537,0.229061,0.998332,-0.43704,0.236794,0.56028,-0.84832,-0.953202,-0.436291,1.559798,-0.649909,0.422306,0.184725,-0.446283,0.739126,0.617265,-0.86667,-0.024219,-0.434125,1.896033,-0.952123,surprised
0.70853,0.906424,-0.693229,0,0.271399,-0.613955,0.213069,-0.781738,-1.395819,0.532713,0.296486,-1.01437,-0.937066,0.658085,-0.273791,0.49574,0.514631,-0.446281,-0.795629,0.432108,-0.443264,-0.442476,-0.443596,-1.254042,-1.551146,0.618156,0.527271,-0.446299,0.045033,0.626909,-1.004351,-0.597857,0,0.495387,-0.077221,-0.101647,-0.389298,-0.446283,1.152418,0.518939,0.622591,0.831564,-0.435872,-0.857444,-0.740054,0.229061,0.998332,-0.43704,0.236794,0.56028,0.022502,0.147747,-0.436291,-0.629459,-0.475293,0.384001,0.184725,-0.446283,0.600782,0.621164,-0.173169,0.420355,-0.434125,-0.79742,-0.63175,surprised
0.9666,0.800416,-0.035626,0,1.26892,1.053587,0.90753,-0.781738,-0.241843,-1.889636,-0.053337,-1.490071,-1.560474,1.2675,0.209514,0.478376,0.46756,-0.446281,0.389992,0.651,-0.443264,-0.442476,-0.443596,0.871657,-1.235149,0.713415,0.527271,-0.446299,0.421368,0.637577,-0.751587,-0.597857,0,0.739522,-0.727753,0.804915,0.713846,-0.446283,-0.067918,0.653292,1.009012,1.123438,-0.435872,-0.214679,1.35185,0.229061,0.998332,-0.43704,0.236794,0.56028,0.473242,0.43747,-0.436291,-0.309692,0.877886,0.710259,0.771673,-0.446283,-0.574104,0.624742,0.754471,0.696398,-0.434125,-0.33794,1.252987,surprised
1.816076,0.694408,0.227415,0,1.207015,0.866766,0.70872,-0.781738,-0.679892,-1.788463,0.290404,-0.322207,-0.472152,0.543623,-0.097511,0.330926,0.324923,-0.446281,0.262416,0.278019,-0.443264,-0.442476,-0.443596,2.104284,-1.989594,0.296935,0.304829,-0.446299,-0.241972,0.625323,-0.79174,-0.597857,0,-0.304055,1.485249,-0.420176,-0.389298,-0.446283,0.021794,0.639658,1.033174,1.237451,-0.435872,-1.429765,-0.057363,0.229061,0.998332,-0.43704,0.236794,0.56028,0.674578,0.690978,-0.436291,-0.784208,0.738567,0.128514,0.184725,-0.446283,-0.331118,0.630731,0.668395,0.728361,-0.434125,-1.04263,0.186549,surprised
1.647314,0.800416,-0.561708,0,1.308315,-0.295822,0.918174,-0.781738,-0.946813,-0.324904,0.215884,-1.214325,-1.497076,1.546103,-0.532351,0.332268,0.327776,-0.446281,0.169752,0.465559,-0.443264,-0.442476,-0.443596,-0.114417,-1.485508,0.675311,0.527271,-0.446299,0.270436,0.637187,-0.510741,-0.597857,0,-0.380465,1.205244,0.804915,0.713846,-0.446283,-0.067918,0.653292,1.037726,1.269375,-0.435872,-1.901358,0.228559,0.229061,0.998332,-0.43704,0.236794,0.56028,0.649437,0.893785,-0.436291,-1.751938,-0.339111,0.856615,0.771673,-0.446283,-0.054172,0.657314,0.717699,0.748701,-0.434125,-1.054845,0.09256,surprised
1.943806,1.226216,-0.298667,0,1.26892,1.08284,1.199151,-0.781738,-0.09267,-1.549482,-0.340827,-0.335915,-0.598947,0.747081,0.353302,0.239082,0.250752,-0.446281,-0.478195,0.20948,-0.443264,-0.442476,-0.443596,1.223066,-1.675585,0.3916,0.280113,-0.446299,0.269586,0.571503,-0.679221,-0.597857,0,-0.32899,1.3443,0.794501,0.713846,-0.446283,-0.085371,0.599693,0.988096,1.121158,-0.435872,-0.462676,1.0859,0.213208,0.998332,-0.43704,0.219444,0.511301,0.694693,0.575089,-0.436291,-0.051982,0.977657,0.629137,0.771673,-0.446283,-0.838765,0.56338,0.783815,0.728361,-0.434125,-0.540149,0.451269,surprised
1.663233,0.800416,-0.035626,0,1.415242,2.177919,1.409977,-0.781738,-0.519167,-2.621952,-0.4506,-0.605991,-0.699326,0.636401,0.523118,0.431089,0.439033,-0.446281,-0.373981,0.592726,-0.443264,-0.442476,-0.443596,0.996238,-0.220521,0.554801,0.527271,-0.446299,-0.186258,0.585295,-1.082332,-0.597857,0,0.093523,0.314464,0.794501,0.713846,-0.446283,-0.085371,0.599693,1.121519,1.239731,-0.435872,-0.478601,1.623075,0.213208,0.998332,-0.43704,0.219444,0.511301,0.682056,0.55336,-0.436291,0.006374,1.100542,0.846208,0.771673,-0.446283,-0.072418,0.603933,0.894809,0.731267,-0.434125,-0.133336,1.30457,surprised
2.32166,0.482391,-0.167147,0,0.580926,0.024041,1.081307,-0.781738,-0.899185,0.381623,-0.360238,-1.253154,-1.634437,1.663796,0.161594,0.479915,0.501793,-0.446281,-0.881642,0.453966,-0.443264,-0.442476,-0.443596,-0.298398,-0.723297,0.772778,0.774429,-0.446299,-0.365054,0.478289,-1.17017,-0.597857,0,-0.180585,1.502079,0.772342,0.713846,-0.446283,-0.121784,0.492107,1.096696,1.269375,-0.435872,-1.100513,0.285134,0.17948,0.998332,-0.43704,0.183246,0.412988,0.785276,0.980702,-0.436291,-1.57283,-0.295293,0.824067,0.771673,-0.446283,-0.110482,0.496784,0.884952,0.801004,-0.434125,-0.899774,-0.023245,surprised
-0.421677,0.455889,0.465075,0,0.618913,0.614047,0.794745,-0.781738,-0.660782,-1.390089,-1.127524,-1.010423,-0.820838,0.428615,0.764526,0.336065,0.316365,-0.446281,0.849262,0.231242,-0.443264,-0.442476,-0.443596,1.154087,-1.964221,0.736826,0.551987,-0.446299,0.403732,0.637865,2.02839,-0.597857,0,-1.199745,1.683191,0.804915,0.713846,-0.446283,-0.067918,0.653292,0.82398,1.013985,-0.435872,-1.028987,0.18107,0.229061,0.998332,-0.43704,0.236794,0.56028,0.681814,0.575089,-0.436291,-0.124376,1.121293,0.734199,0.771673,-0.446283,-0.489162,0.631732,0.755123,0.690587,-0.434125,-0.245028,1.148764,surprised
1.950073,0.588399,0.095895,0,1.550309,1.808953,1.894444,-0.781738,-0.998731,-2.671039,0.039706,-0.259048,-0.620079,0.891498,-0.072546,0.376628,0.37342,-0.446281,0.135641,0.415136,-0.443264,-0.442476,-0.443596,2.111372,-1.251769,0.477602,0.304829,-0.446299,0.514734,0.530802,2.025686,-0.597857,0,-1.209699,1.58387,-0.439509,-0.389298,-0.446283,-0.011697,0.53253,1.015091,1.153081,-0.435872,-0.5772,1.052567,0.196682,0.998332,-0.43704,0.201645,0.462017,0.392654,0.285366,-0.436291,0.213108,0.395129,0.197679,0.184725,-0.446283,-0.04283,0.546957,0.781843,0.734172,-0.434125,-0.625641,0.509465,surprised
-0.088656,-1.501732,1.863347,0,1.125412,0.063163,0.700094,-0.781738,0.067823,-0.902111,0.576664,1.264156,0.92259,-0.371175,-0.654218,0.569986,0.578817,-0.446281,-0.418592,0.700917,-0.443264,-0.442476,-0.443596,0.417251,0.342438,0.58812,0.551987,-0.446299,-0.16407,0.585321,-0.596374,-0.597857,0,0.280826,0.277178,-0.300409,-0.293372,-0.446283,0.078814,0.577798,1.022525,1.125718,-0.435872,-0.059536,1.545925,0.213208,0.998332,-0.43704,0.219444,0.511301,0.751941,0.669249,-0.436291,-0.316483,0.974582,0.273127,0.233638,-0.446283,0.014946,0.598207,0.71082,0.670247,-0.434125,-0.173854,1.152331,surprised
0.040336,-1.411625,1.750285,0,0.995974,-0.038872,0.666499,-0.781738,-0.059743,-0.547014,0.479819,1.526265,1.324107,-0.829226,-0.373653,0.574567,0.578817,-0.446281,-0.211128,0.632542,-0.443264,-0.442476,-0.443596,0.242528,0.868251,0.64236,0.551987,-0.446299,0.071471,0.533706,2.025686,-0.597857,0,-1.209699,1.58387,0.783643,0.713846,-0.446283,-0.103275,0.54576,0.965773,1.091514,-0.435872,-0.326802,1.549138,0.196682,0.998332,-0.43704,0.201645,0.462017,0.913906,0.814111,-0.436291,-0.375824,1.055631,0.835359,0.771673,-0.446283,-0.091134,0.550219,0.962068,0.766135,-0.434125,-0.276762,1.24054,surprised
0.055826,-0.6784,1.286502,0,0.499323,-0.057916,0.649116,-0.781738,-0.191996,-0.194085,0.759765,1.270759,1.059951,-0.644604,-0.690991,0.542719,0.558848,-0.446281,-0.709522,0.659768,-0.443264,-0.442476,-0.443596,0.807679,0.319409,0.342767,0.329544,-0.446299,-0.142322,0.556249,0.325832,-0.597857,0,1.827871,-0.904371,0.794501,0.713846,-0.446283,-0.085371,0.599693,0.998298,1.148521,-0.435872,-0.691875,0.502175,0.213208,0.998332,-0.43704,0.219444,0.511301,0.608642,0.690978,-0.436291,-0.973625,0.036912,0.48422,0.209182,-0.446283,0.872506,0.564998,0.587878,0.684775,-0.434125,-0.830525,0.10601,surprised
-0.267242,-1.908097,1.032691,0,-0.052198,-0.520975,-0.111526,-0.781738,0.078924,0.016188,-0.298025,0.090622,0.869759,-1.557891,-0.224004,0.492,0.493235,-0.446281,-0.096872,0.613543,-0.443264,-0.442476,-0.443596,1.05932,0.354588,0.49153,0.304829,-0.446299,0.552843,0.582817,-0.004512,-0.597857,0,-1.061029,-0.955875,0.794501,0.713846,-0.446283,-0.085371,0.599693,0.832641,0.97294,-0.435872,-0.262074,0.26845,0.213208,0.998332,-0.43704,0.219444,0.511301,0.22107,0.234664,-0.436291,-0.308434,0.477204,0.794092,0.771673,-0.446283,-0.255218,0.591431,0.231185,0.507527,-0.434125,-0.201638,0.434463,surprised
-0.063485,-1.816223,0.488149,0,-0.10144,-0.604462,-0.081789,-0.781738,0.139657,0.221641,-0.661902,-0.067778,0.140689,-0.283153,0.561557,0.473742,0.536026,-0.446281,-2.394693,-0.003655,-0.443264,-0.442476,-0.443596,-0.514955,-0.620046,0.464637,0.304829,-0.446299,0.430276,0.629381,-0.057083,-0.597857,0,0.560938,-0.873346,0.78043,0.713846,-0.446283,-0.149856,0.640971,0.753249,0.911373,-0.435872,-0.289428,-0.698732,0.229061,0.998332,-0.43704,0.236794,0.56028,-0.402058,-0.33754,-0.436291,0.132738,-0.820637,0.742198,0.771673,-0.446283,-0.459117,0.625112,-0.604211,0.167558,-0.434125,0.561183,-0.959918,surprised
