1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
24.4855,-3.37,0,87.27,25.77,-1.77061,380.33,216.5,0.424401,386.026,-1.30168,451.568,457,-0.0160901,337.598,936.635,960,134.409,-0.173838,48.6122,945.885,970,136.829,-0.176245,46.9834,966.019,989,136.667,-0.168152,51.6479,519.25,500,138.6,0.138889,10.7056,980.788,1000,138.536,-0.138675,52.0005,835.865,854,129.708,-0.139811,34.8262,980.788,1000,138.536,-0.138675,52.0005,877.712,900,132.986,-0.1676,38.5337,959.788,972,136.085,-0.0897345,51.1661,827.462,843.5,132.435,-0.121105,30.4982,5
22.0747,-1.35,-2.02,87.14,23.04,-1.60417,332.511,76.5,0.69465,368.548,-1.396,473.784,568,-0.270554,348.234,943.288,950,134.735,-0.0498127,49.5857,932.808,956,138.471,-0.167489,42.0705,871.923,883,124.353,-0.0890763,49.9089,96.3269,24,243.659,0.296837,9.26786,883.827,903,126.265,-0.151848,49.5447,523.769,494,145.047,0.205239,7.63825,980.788,1000,138.536,-0.138675,52.0005,529.346,506,144.104,0.16201,7.66958,861.154,877,123.063,-0.128765,49.4941,501.212,470,138.881,0.224736,8.41548,5
28.4175,0,0,-89.06,34.43,-1.57258,542.778,754,-0.534659,395.06,-0.877735,399.288,344,0.169345,326.481,953.157,968,136.554,-0.108698,50.1196,914.235,931,134.184,-0.124939,45.2125,963.569,979,137.598,-0.112148,50.8181,980.412,1000,139.885,-0.140031,51.0039,949.412,949,137.703,0.00299024,47.5626,937.392,968,142.715,-0.214468,38.6657,980.412,1000,139.885,-0.140031,51.0039,913.059,940,134.952,-0.199635,43.878,964,973,138.167,-0.0651386,50.0309,913.059,940,134.952,-0.199635,43.878,6
29.3617,0,-0.64,-89.12,35.72,-1.35824,574.533,810,-0.615379,382.637,-0.83155,378.304,287,0.278322,328.052,948.731,968,134.698,-0.143055,50.8721,744.077,750,117.025,-0.0506138,33.4476,965.808,989,136.603,-0.169779,51.703,135.481,112,128.803,0.1823,41.7411,958.231,1000,137.704,-0.303327,48.3228,933.269,961,146.432,-0.189377,33.694,980.788,1000,138.536,-0.138675,52.0005,934.173,969,146.802,-0.237237,33.3489,968.346,1000,137.535,-0.230152,50.7957,931.481,969,149.636,-0.250737,30.6878,6
31.4175,0,0,89.09,34.7,-1.37473,539.517,726,-0.514458,362.484,-0.895004,402.64,323,0.244065,326.306,954.608,989,138.146,-0.248956,48.0195,850.745,859,130.611,-0.0632022,37.3768,968.255,990,138.258,-0.157279,50.8338,539.235,500,168.551,0.23278,5.45605,980.412,1000,139.885,-0.140031,51.0039,899.647,940,143.541,-0.281124,31.616,980.412,1000,139.885,-0.140031,51.0039,899.941,940,143.359,-0.279431,31.8382,979.902,1000,139.859,-0.143702,50.9318,893.451,926,144.19,-0.225737,30.0951,6
28.924,-0.64,2.54,89.14,37.96,-0.966743,636.391,848,-0.582738,363.129,-0.770819,401.82,348,0.168511,319.385,951.058,970,134.93,-0.140386,51.0314,915.115,943,132.464,-0.210508,46.8497,963.673,989,136.56,-0.185464,51.2872,980.788,1000,138.536,-0.138675,52.0005,975.885,1000,138.673,-0.173901,50.6918,935.885,957,134.967,-0.156448,47.6022,980.788,1000,138.536,-0.138675,52.0005,959.846,985,137.04,-0.183551,49.6801,956.288,974,135.653,-0.130565,51.062,928.923,946,132.95,-0.128446,49.1606,6
33.3481,0,0,-89.13,35.07,-1.05797,599.667,804,-0.561084,364.176,-0.967824,423.348,368,0.167592,330.255,960.577,980,136.053,-0.142761,51.3951,866.192,890,127.284,-0.187043,43.9711,974.25,990,137.692,-0.114385,51.8713,980.788,1000,138.536,-0.138675,52.0005,980.788,1000,138.536,-0.138675,52.0005,924.25,955,142.607,-0.215627,35.7373,980.788,1000,138.536,-0.138675,52.0005,898.731,915,138.472,-0.117491,35.9379,980.788,1000,138.536,-0.138675,52.0005,900.077,915,139.139,-0.107253,35.4319,6
30.6504,-0.64,0.6,-89.14,35.88,-0.788436,626.287,823,-0.554361,354.845,-0.969472,423.792,364.5,0.180438,328.6,963.885,980,136.685,-0.117902,51.1364,882.615,887,129.038,-0.0339792,44.9318,971.558,990,137.251,-0.134369,51.9686,980.788,1000,138.536,-0.138675,52.0005,935.558,951,132.641,-0.116422,51.1758,937.865,971,140.667,-0.235553,40.2644,980.788,1000,138.536,-0.138675,52.0005,941.25,971,141.549,-0.210174,39.8125,956.788,974,135.28,-0.127229,51.7766,946.519,985,142.956,-0.269179,39.0869,6
30.6504,-1.91,2.41,-89.13,36.67,-0.793492,624.885,782,-0.450204,348.986,-0.98754,435.268,391,0.135998,325.505,969.25,990,137.027,-0.151429,51.803,915.712,928,132.464,-0.0927684,46.9866,970.788,990,137.143,-0.140084,51.9665,980.788,1000,138.536,-0.138675,52.0005,933.673,951,132.049,-0.131216,51.711,934,971,137.922,-0.268267,43.0341,980.788,1000,138.536,-0.138675,52.0005,941.308,958,136.253,-0.122509,46.8561,955.788,974,135.047,-0.134853,51.9256,939.692,959,137.909,-0.140004,44.183,6
30.3481,0,0,-89.12,34.66,-1.01559,610.69,813,-0.546148,370.432,-0.975864,419.244,353,0.199777,331.589,968.519,990,136.954,-0.156846,51.7544,891.827,919,128.146,-0.212048,48.3447,979.442,1000,138.401,-0.148537,51.9128,980.788,1000,138.536,-0.138675,52.0005,980.788,1000,138.536,-0.138675,52.0005,961.019,984,139.133,-0.165171,46.8301,980.788,1000,138.536,-0.138675,52.0005,939.885,962.5,136.877,-0.165224,45.6683,980.788,1000,138.536,-0.138675,52.0005,932.904,956,136.245,-0.16952,45.1238,6
31.5169,-0.64,2.54,89.08,35.95,-1.32657,603.862,821,-0.559912,387.807,-1.03751,424.516,360,0.190774,338.181,954.058,972,135.171,-0.132737,51.3271,859.038,875,128.351,-0.124359,40.9889,967.712,980,137.111,-0.0896241,51.3218,980.788,1000,138.536,-0.138675,52.0005,980.788,1000,138.536,-0.138675,52.0005,928.077,962.5,143.49,-0.239899,35.3811,980.788,1000,138.536,-0.138675,52.0005,916.288,955,140.814,-0.274913,36.3237,973.288,1000,137.984,-0.193585,51.1931,913.865,942,143.369,-0.196239,33.2724,6
30.845,-2.54,3.01,-90,36.77,-0.671832,658.287,866,-0.586499,354.157,-0.863323,429.308,397,0.0992447,325.539,946.173,960,133.88,-0.103278,51.609,885.923,909,127.467,-0.181042,48.0808,971.558,990,137.265,-0.134356,51.9458,980.788,1000,138.536,-0.138675,52.0005,980.788,1000,138.536,-0.138675,52.0005,935.942,957,135.701,-0.155177,46.5341,980.788,1000,138.536,-0.138675,52.0005,936.192,960,133.892,-0.177813,49.3169,980.788,1000,138.536,-0.138675,52.0005,966.346,986,138.858,-0.14154,48.3487,6
