1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
28.33,6.42,-7.59,87.99,31.4,-1.1489,620.133,803,-0.478533,382.14,-0.849697,332.2,217,0.317258,363.111,963.385,990,136.645,-0.194778,51.0868,836.923,830,129.135,0.0536113,35.7818,903.308,909,130.905,-0.0434844,46.6375,567.327,500,198.684,0.338864,2.25205,899.154,887,132.911,0.0914434,42.8568,908.808,953,146.921,-0.300789,29.1698,500.5,445,192.257,0.288676,3.85684,877.058,889,128.983,-0.092588,43.7945,912.135,911,132.228,0.00858075,46.568,919.365,942,134.438,-0.168364,44.8647,3
30.6181,12.04,-11.31,-89.06,31.87,-0.29819,640.2,789,-0.450352,330.408,-0.380337,288.028,143,0.399678,362.862,953.635,981,136.207,-0.200911,49.5966,883.615,898,129.44,-0.11113,44.5416,892.346,908,128.915,-0.121427,47.2598,557.712,500,189.208,0.305017,3.0867,879.731,887,128.064,-0.0567626,45.7797,919.962,954,144.654,-0.235309,32.9249,479.154,445,163.812,0.208494,7.43512,820.462,815,135.469,0.0403159,26.7105,893.981,911,129.579,-0.131342,46.6022,899.327,913,130.932,-0.104429,45.7126,3
30.4179,13.36,-4.29,89.06,34.18,-1.54132,574.703,850,-0.668772,411.645,-0.803414,331.696,191,0.388284,362.354,923.173,932,134.046,-0.06585,46.2343,849.75,854,127.953,-0.0332154,39.6669,884.327,891,129.522,-0.051521,44.5943,437.519,500,209.269,-0.298567,0.495487,880,893,129.489,-0.100394,43.7183,936.981,984,150.266,-0.312907,30.2623,500.5,445,192.257,0.288676,3.85684,929.615,957,133.543,-0.205062,48.3942,883.865,888,129.705,-0.031877,44.2255,931.5,950,135.173,-0.136862,46.3547,3
34.1406,7.83,0.76,86.7,34.2,-1.76923,521.868,707,-0.444199,416.777,-1.01667,355.996,246,0.30428,361.497,910.608,911,133.349,-0.00294084,45.6575,857.275,850,130.194,0.0558744,39.1313,889.824,890,132.799,-0.00132886,42.1408,333.353,200,217.837,0.612168,3.53534,885,893,133.582,-0.0598884,40.1506,878.843,925,155.686,-0.296474,19.9402,523.353,445,216.713,0.361552,1.81044,945.431,957,136.805,-0.0845626,48.037,883.784,888,132.776,-0.0317503,40.9709,924.196,966,139.974,-0.298655,39.5202,3
37.3116,16.04,-6.09,88.15,35.04,-1.44487,510.615,630,-0.32779,364.211,-0.233799,290.344,204,0.274582,314.456,942.959,960,140.757,-0.121066,44.1627,792.49,800,130.309,-0.0576336,29.3154,883.673,900,132.607,-0.12312,43.1941,341.857,250,188.802,0.486526,2.74126,903.306,943,136.816,-0.290126,41.4975,842.122,878,169.791,-0.211305,11.9328,492.571,445,184.072,0.258439,4.82513,894.122,911,135.474,-0.124581,41.4314,888.939,913,133.394,-0.180376,43.1949,875.796,920,145.62,-0.303557,27.9452,3
32.7019,14.04,-9.23,87.4,32.56,-0.966896,634.386,857.5,-0.598929,372.521,-0.72775,335.26,221,0.317737,359.606,949.904,980,136.794,-0.22001,47.8896,932.327,960,136.498,-0.202736,44.6349,888.212,895,132.05,-0.0514082,41.8384,410.846,334,181.977,0.422284,3.03637,880.615,899,132.021,-0.139256,40.3722,903.654,958,154.348,-0.352102,22.974,831.365,1000,274.096,-0.615239,0.009,851.404,852,133.388,-0.00446931,33.4335,880.308,894,131.863,-0.103837,40.5246,927.269,947,134.2,-0.147025,46.8867,3
32.845,16.7,-11.31,-90,33.02,-0.718977,623.591,737,-0.329608,344.073,-0.512842,301.632,160,0.407614,347.466,946.058,971,136.028,-0.183361,48.2078,931.654,958,137.421,-0.191718,43.2323,894.481,904,130.007,-0.073221,46.0619,278.865,250,127.661,0.22611,20.5655,898.385,893,132.169,0.0407404,43.74,931.769,985,151.037,-0.352436,28.8702,607.231,445,271.413,0.597727,-0.989645,831.154,836,130.657,-0.0370907,32.9863,889.538,891,130.18,-0.0112271,44.7402,911.096,931,130.876,-0.152082,48.4059,3
36.9733,13.36,-9.09,87.23,32.66,-1.15802,609.375,779.5,-0.454511,374.303,-0.59176,311.396,172,0.384283,362.743,947.392,971,136.965,-0.172365,48.2211,903.412,911,137.973,-0.054998,38.1305,888.373,902,133.563,-0.10203,40.8048,509.824,500,121.988,0.0805287,15.3954,875.588,893,132.404,-0.131505,39.8236,779.392,785,160.453,-0.0349501,9.96571,534.235,445,226.416,0.394121,1.16183,833.863,824,134.809,0.0731607,29.9205,887.627,888,134.313,-0.00277374,39.6974,913.118,931,136.463,-0.131042,41.8479,3
18.0339,1.35,-2.54,-90,17.86,-1.11817,286.398,1,0.734543,388.538,-1.37021,486.636,538,-0.15029,341.765,954.62,980,138.734,-0.18294,48.3057,911.86,929,137.556,-0.124604,41.1804,975.18,1000,140.686,-0.176421,49.842,570.02,500,202.223,0.346251,2.03876,980.02,1000,141.279,-0.141422,50.0011,821.02,804,143.027,0.118999,22.1091,980.02,1000,141.279,-0.141422,50.0011,782.44,755,143.884,0.190709,17.7175,978.34,1000,141.197,-0.153403,49.7608,763.56,756,135.311,0.0558712,20.8618,4
14.5267,0,0,83.88,18.64,-1.40063,324.464,1,0.788655,410.146,-1.58493,461.112,564.5,-0.279059,370.487,950.019,960,135.233,-0.0738044,50.314,930.481,958,140.771,-0.195489,38.8018,940.173,956,134.454,-0.117713,49.3312,391.635,334,157.729,0.365404,4.1822,927.962,946,134.029,-0.134586,47.2938,618.981,604,160.064,0.0935924,4.78874,906.077,1000,229.894,-0.408549,4.63902,618.981,604,160.064,0.0935924,4.78874,932.865,944,133.938,-0.0831326,48.508,618.981,604,160.064,0.0935924,4.78874,4
11.9585,0,-5.08,87.71,10.58,-1.10552,283.783,1,0.730579,387.067,-1.62864,480.668,574.5,-0.239147,392.361,906.038,934,132.611,-0.210854,44.6895,902.731,952,154.077,-0.31977,22.9427,866.404,882,140.249,-0.111204,28.9369,408.673,250,232.327,0.682972,-0.050383,856.154,855,138.034,0.00835916,29.4548,516.962,431,237.536,0.361888,0.0973433,820.692,1000,278.177,-0.644582,-0.284197,516.962,431,237.536,0.361888,0.0973433,864.904,874,141.078,-0.0644762,27.9854,456.365,334,273.098,0.448064,-0.317386,4
6.39101,0,0,86.19,18.06,-1.74546,370.58,1,0.864179,427.666,-1.04649,586.868,727,-0.390632,358.731,855.255,869,128.549,-0.106925,40.864,818.706,875,201.024,-0.280037,4.53437,819.882,808,137.182,0.0866175,25.8947,202.235,154,216.941,0.222343,4.34387,835.471,832,139.439,0.0248896,26.1331,468.314,412,239.723,0.234912,0.705,980.412,1000,139.885,-0.140031,51.0039,574.922,540,222.221,0.157148,0.0693335,822.471,807,139.207,0.111134,24.6466,562.686,571,245.595,-0.0338514,-0.41355,4
21.7187,-1.27,-1.27,85.71,22.23,-1.72781,447.319,487,-0.104313,380.406,-1.38856,508.376,556,-0.133584,356.511,947.692,971,135.029,-0.172613,50.1106,875.712,883.5,138.506,-0.056232,32.0148,961.385,979,136.008,-0.129517,51.6524,500.019,500,98.9157,0.000194416,25.5002,944.5,949,135.332,-0.0332516,48.9324,764.635,760,142.563,0.0325092,15.5966,980.788,1000,138.536,-0.138675,52.0005,789.731,796,144.128,-0.0434977,17.1688,961.577,973,136.352,-0.0837765,51.1457,825.788,829.5,139.157,-0.0266716,24.3733,4
21.145,2.54,2.54,86.91,24.02,-1.58023,422.58,441,-0.0493588,373.192,-1.38622,517.544,595,-0.219473,352.919,894.64,917,132.101,-0.169264,45.1355,839.6,871,152.919,-0.205338,18.0445,889.76,914,129.831,-0.186704,47.4761,152.52,125,131.901,0.208642,36.3696,916.66,951,134.399,-0.255508,46.5141,661.02,667,193.653,-0.03088,1.77,980.02,1000,141.279,-0.141422,50.0011,624.18,588,192.161,0.188279,1.7242,897.32,926,131.317,-0.218404,46.8883,715.84,728,195.352,-0.0622466,2.67935,4
15.9585,0,0,-90,15.77,-1.27257,299.913,1,0.728835,410.124,-1.40677,470.224,538,-0.183409,369.536,924.725,930,135.307,-0.0389819,45.8111,913.725,951,146.765,-0.253974,30.6685,923.02,936,136.078,-0.0953891,44.3674,980.412,1000,139.885,-0.140031,51.0039,937.059,946,136.552,-0.0654781,46.6189,583.039,533,199.08,0.251352,1.24211,947.765,1000,188.833,-0.276622,14.4674,559.824,511,194.16,0.25146,1.26812,926.706,945,136.322,-0.134198,44.7835,610.529,571,187.741,0.210553,1.79402,4
21.1459,0,0,-90,26.57,-1.70444,517.043,682,-0.410143,402.193,-1.19838,449.636,396,0.154878,346.31,936.635,971,137.857,-0.249284,43.6314,849.558,866,142.484,-0.115397,24.8107,882.827,894,126.141,-0.0885763,49.515,980.788,1000,138.536,-0.138675,52.0005,889.365,903,126.995,-0.107363,49.6471,831.058,895.5,179.933,-0.358145,7.61942,980.788,1000,138.536,-0.138675,52.0005,820.135,879.5,175.754,-0.337776,7.99954,881.231,902,126.07,-0.164743,49.2521,810.173,870,181.125,-0.330307,6.78614,4
12.0443,0,-3.27,84.56,7.98,-0.542796,248.739,1,0.659093,375.879,-0.476623,500.844,548,-0.189897,248.324,882.769,909,137.902,-0.190213,33.765,869.692,896.5,143.501,-0.186812,26.735,911.462,949,143.514,-0.261567,32.6686,298.692,306.5,255.066,-0.0306105,0.750312,912.942,958,143.135,-0.314791,33.2693,568.981,559,215.215,0.0463758,0.918877,980.788,1000,138.536,-0.138675,52.0005,574.365,559,209.605,0.0733063,1.1208,920.846,956,145.561,-0.241506,32.1242,494.712,427,209.579,0.323084,1.06658,4
6.61966,0,0,84.81,8.81,3.34291,122.406,1,0.429299,282.8,-1.53054,372.88,357,0.0454168,349.651,828.667,838,142.861,-0.0653318,22.4811,887.294,940,155.581,-0.338769,20.9978,848.49,877,139.302,-0.204662,27.9064,149.725,39,215.685,0.513366,7.20354,834.392,862,136.958,-0.20158,27.943,431.784,320,280.23,0.398901,-0.473098,871.588,1000,254.451,-0.504663,1.74157,434.922,320,284.724,0.403625,-0.50059,838,880,139.343,-0.301413,26.4137,420.549,313,285.859,0.376231,-0.638669,4
27.1816,8.04,-8.84,-90,27.57,-1.43998,465.682,459.5,0.0178556,346.212,-1.45572,472.308,476.5,-0.0117516,356.717,948.519,971,135.794,-0.165551,49.105,921,949,143.054,-0.195731,34.7953,963.769,979,136.472,-0.111604,51.4496,980.788,1000,138.536,-0.138675,52.0005,934.692,949,132.726,-0.107799,50.8375,818.115,830.5,161.815,-0.0765357,11.5479,980.788,1000,138.536,-0.138675,52.0005,889.096,910,136.097,-0.153595,36.8661,954.385,973,135.209,-0.137679,51.3412,828.808,872,140.94,-0.30646,23.2677,5
21.0977,-0.67,-1.35,86.91,21.91,-1.62816,342.75,1,0.834424,409.564,-1.30833,477.364,512.5,-0.101603,345.817,946.365,965,134.783,-0.138256,50.201,938.385,956,135.788,-0.129727,46.9217,958.596,978,135.603,-0.143093,51.6682,586.558,500,215.087,0.402431,1.06166,979.75,1000,138.592,-0.146113,51.679,837.231,851,127.472,-0.108018,37.8107,980.788,1000,138.536,-0.138675,52.0005,855.635,867,128.116,-0.0887119,40.5931,953.346,972,134.763,-0.13842,51.826,773,781,122.88,-0.0651043,31.7401,5
21.6573,-1.35,0,85.1,21.69,-1.57229,337.386,1,0.806135,417.283,-1.30653,486.608,528,-0.115613,358.021,949.039,970,136.259,-0.15383,49.6591,948.647,970,137.669,-0.155104,47.4481,963.804,989,137.711,-0.182964,50.6945,558.843,500,190.913,0.30822,2.96472,976.176,1000,140.049,-0.170108,49.8243,803.471,808,123.938,-0.0365459,36.7728,980.412,1000,139.885,-0.140031,51.0039,836.765,854,126.428,-0.136325,40.0428,978.216,1000,139.779,-0.155848,50.6837,798.941,804,124.688,-0.0405719,34.9855,5
21.6384,-2.86,1.35,-88.6,27.11,-1.67975,372.466,149.5,0.559195,398.726,-1.02957,412.04,419,-0.0216903,320.881,961.98,980,137.671,-0.130889,50.3497,955.529,983,137.844,-0.199288,48.6681,967.255,989,138.099,-0.15746,50.859,509.824,500,121.988,0.0805287,15.3954,967.706,1000,139.983,-0.2307,48.1043,850.745,875,126.117,-0.19232,43.3641,980.412,1000,139.885,-0.140031,51.0039,882.51,902,128.382,-0.151814,46.9628,973.824,1000,139.46,-0.187699,50.2081,892.471,895,130.494,-0.0193834,45.9539,5
21.7217,-1.35,0.67,85.82,25.51,-1.77582,395.693,155,0.561903,428.354,-1.30035,453.372,455,-0.00481133,338.368,962.1,979,138.946,-0.12163,49.6152,943.88,969,138.565,-0.181287,46.2698,950.54,968,137.322,-0.127146,49.5427,520.02,500,141.343,0.141641,10.2044,971.38,1000,141.448,-0.202336,47.9049,869.88,877,132.275,-0.0538272,39.8332,980.02,1000,141.279,-0.141422,50.0011,887.22,900,134.165,-0.0952559,40.7752,948.82,972,137.215,-0.168932,49.3253,868.3,895,135.165,-0.197536,35.9938,5
20.4472,-0.67,-0.67,87.06,23.59,-1.6305,349.5,1,0.860548,404.974,-1.37796,475.728,512,-0.104747,346.283,969.49,989,141.415,-0.137964,48.7399,946.612,971,141.506,-0.172344,43.891,948.673,968,138.303,-0.139741,48.8489,510.224,500,124.487,0.0821332,14.7267,979.612,1000,142.712,-0.14286,49.0035,833.98,833,133.502,0.00733765,32.776,979.612,1000,142.712,-0.14286,49.0035,829.347,836,133.016,-0.0500171,32.5366,952.755,972,138.854,-0.138598,48.9157,787.796,787,134.2,0.00593083,25.199,5
21.6609,0,-1.91,88.57,22.13,-1.63236,353.25,1,0.870429,404.685,-1.4181,499.968,571,-0.199789,355.535,958.096,980,135.867,-0.161215,51.1302,969.827,1000,138.358,-0.21808,49.8459,966.673,989,136.8,-0.163209,51.5832,519.25,500,138.6,0.138889,10.7056,980.788,1000,138.536,-0.138675,52.0005,883.827,891,129.896,-0.0552219,43.9226,980.788,1000,138.536,-0.138675,52.0005,895.558,914,130.656,-0.141151,45.3092,962.481,972,136.585,-0.0696947,50.9796,849.135,866,125.791,-0.134074,42.4928,5
20.5134,-2.69,0.67,88.64,26.57,-1.73379,384,119.5,0.644465,410.418,-1.25441,465.392,500,-0.102099,338.964,967.961,989,138.655,-0.151738,50.154,920.51,955,139.632,-0.247008,39.2764,962.216,978,137.507,-0.114789,50.6575,980.412,1000,139.885,-0.140031,51.0039,980.412,1000,139.885,-0.140031,51.0039,811.569,807,131.832,0.034655,29.383,980.412,1000,139.885,-0.140031,51.0039,805.392,803,133.959,0.0178574,26.6511,960.098,972,137.534,-0.0865382,50.1439,765.902,763,132.168,0.0219566,22.9321,5
